time,flux,label
0.000000000000000000e+00,1.001330256462097168e+00,0.000000000000000000e+00
2.004008016032063962e-03,9.977881908416748047e-01,0.000000000000000000e+00
4.008016032064127925e-03,9.982319474220275879e-01,0.000000000000000000e+00
6.012024048096191453e-03,1.000792622566223145e+00,0.000000000000000000e+00
8.016032064128255849e-03,9.988796114921569824e-01,0.000000000000000000e+00
1.002004008016032024e-02,9.962639808654785156e-01,0.000000000000000000e+00
1.202404809619238291e-02,9.999976754188537598e-01,0.000000000000000000e+00
1.402805611222444730e-02,9.967706203460693359e-01,0.000000000000000000e+00
1.603206412825651170e-02,9.993244409561157227e-01,0.000000000000000000e+00
1.803607214428857436e-02,1.000209689140319824e+00,0.000000000000000000e+00
2.004008016032064049e-02,1.001027941703796387e+00,0.000000000000000000e+00
2.204408817635270315e-02,9.981181621551513672e-01,0.000000000000000000e+00
2.404809619238476581e-02,9.968145489692687988e-01,0.000000000000000000e+00
2.605210420841683194e-02,9.980828166007995605e-01,0.000000000000000000e+00
2.805611222444889460e-02,9.983814358711242676e-01,0.000000000000000000e+00
3.006012024048096073e-02,9.999008178710937500e-01,0.000000000000000000e+00
3.206412825651302340e-02,1.001200318336486816e+00,0.000000000000000000e+00
3.406813627254508953e-02,9.961470961570739746e-01,0.000000000000000000e+00
3.607214428857714872e-02,9.986939430236816406e-01,0.000000000000000000e+00
3.807615230460921485e-02,9.984177350997924805e-01,0.000000000000000000e+00
4.008016032064128098e-02,9.997116923332214355e-01,0.000000000000000000e+00
4.208416833667334017e-02,9.973872303962707520e-01,0.000000000000000000e+00
4.408817635270540630e-02,9.995739459991455078e-01,0.000000000000000000e+00
4.609218436873747243e-02,9.990663528442382812e-01,0.000000000000000000e+00
4.809619238476953162e-02,1.000440955162048340e+00,0.000000000000000000e+00
5.010020040080159776e-02,1.000787854194641113e+00,0.000000000000000000e+00
5.210420841683366389e-02,9.970807433128356934e-01,0.000000000000000000e+00
5.410821643286573002e-02,9.983866214752197266e-01,0.000000000000000000e+00
5.611222444889778921e-02,9.999021887779235840e-01,0.000000000000000000e+00
5.811623246492985534e-02,9.995107054710388184e-01,0.000000000000000000e+00
6.012024048096192147e-02,1.001474261283874512e+00,0.000000000000000000e+00
6.212424849699398066e-02,9.967285990715026855e-01,0.000000000000000000e+00
6.412825651302604679e-02,1.000121593475341797e+00,0.000000000000000000e+00
6.613226452905811292e-02,9.996683001518249512e-01,0.000000000000000000e+00
6.813627254509017905e-02,9.973455071449279785e-01,0.000000000000000000e+00
7.014028056112224518e-02,9.964478611946105957e-01,0.000000000000000000e+00
7.214428857715429744e-02,9.977276921272277832e-01,0.000000000000000000e+00
7.414829659318636357e-02,9.966140985488891602e-01,0.000000000000000000e+00
7.615230460921842970e-02,9.984163641929626465e-01,0.000000000000000000e+00
7.815631262525049583e-02,9.965242147445678711e-01,0.000000000000000000e+00
8.016032064128256196e-02,9.996818304061889648e-01,0.000000000000000000e+00
8.216432865731462809e-02,1.001359105110168457e+00,0.000000000000000000e+00
8.416833667334668034e-02,1.000186204910278320e+00,0.000000000000000000e+00
8.617234468937874647e-02,9.975409507751464844e-01,0.000000000000000000e+00
8.817635270541081260e-02,9.999833703041076660e-01,0.000000000000000000e+00
9.018036072144287874e-02,1.001513838768005371e+00,0.000000000000000000e+00
9.218436873747494487e-02,1.000614523887634277e+00,0.000000000000000000e+00
9.418837675350701100e-02,9.989480972290039062e-01,0.000000000000000000e+00
9.619238476953906325e-02,9.982805252075195312e-01,0.000000000000000000e+00
9.819639278557112938e-02,1.002954006195068359e+00,0.000000000000000000e+00
1.002004008016031955e-01,9.975569248199462891e-01,0.000000000000000000e+00
1.022044088176352616e-01,9.967840313911437988e-01,0.000000000000000000e+00
1.042084168336673278e-01,9.977038502693176270e-01,0.000000000000000000e+00
1.062124248496993939e-01,9.988983273506164551e-01,0.000000000000000000e+00
1.082164328657314600e-01,9.987484216690063477e-01,0.000000000000000000e+00
1.102204408817635123e-01,9.980751872062683105e-01,0.000000000000000000e+00
1.122244488977955784e-01,9.958150982856750488e-01,0.000000000000000000e+00
1.142284569138276445e-01,9.973167181015014648e-01,0.000000000000000000e+00
1.162324649298597107e-01,9.984292984008789062e-01,0.000000000000000000e+00
1.182364729458917768e-01,1.001106023788452148e+00,0.000000000000000000e+00
1.202404809619238429e-01,9.982532262802124023e-01,0.000000000000000000e+00
1.222444889779558952e-01,9.992262721061706543e-01,0.000000000000000000e+00
1.242484969939879613e-01,9.999454021453857422e-01,0.000000000000000000e+00
1.262525050100200275e-01,9.973787665367126465e-01,0.000000000000000000e+00
1.282565130260520936e-01,9.980826377868652344e-01,0.000000000000000000e+00
1.302605210420841597e-01,9.990291595458984375e-01,0.000000000000000000e+00
1.322645290581162258e-01,9.979709386825561523e-01,0.000000000000000000e+00
1.342685370741482920e-01,1.000042557716369629e+00,0.000000000000000000e+00
1.362725450901803581e-01,9.974257946014404297e-01,0.000000000000000000e+00
1.382765531062124242e-01,1.000183224678039551e+00,0.000000000000000000e+00
1.402805611222444904e-01,9.988831877708435059e-01,0.000000000000000000e+00
1.422845691382765287e-01,9.968807101249694824e-01,0.000000000000000000e+00
1.442885771543085949e-01,9.987798929214477539e-01,0.000000000000000000e+00
1.462925851703406610e-01,9.971942901611328125e-01,0.000000000000000000e+00
1.482965931863727271e-01,9.985912442207336426e-01,0.000000000000000000e+00
1.503006012024047933e-01,9.963302016258239746e-01,0.000000000000000000e+00
1.523046092184368594e-01,9.988784790039062500e-01,0.000000000000000000e+00
1.543086172344689255e-01,9.983406662940979004e-01,0.000000000000000000e+00
1.563126252505009917e-01,9.964779615402221680e-01,0.000000000000000000e+00
1.583166332665330578e-01,9.976404309272766113e-01,0.000000000000000000e+00
1.603206412825651239e-01,9.964234232902526855e-01,0.000000000000000000e+00
1.623246492985971901e-01,9.965453743934631348e-01,0.000000000000000000e+00
1.643286573146292562e-01,9.958875179290771484e-01,0.000000000000000000e+00
1.663326653306613223e-01,1.000511407852172852e+00,0.000000000000000000e+00
1.683366733466933607e-01,9.960040450096130371e-01,0.000000000000000000e+00
1.703406813627254268e-01,9.988926649093627930e-01,0.000000000000000000e+00
1.723446893787574929e-01,9.984121322631835938e-01,0.000000000000000000e+00
1.743486973947895591e-01,9.952934384346008301e-01,0.000000000000000000e+00
1.763527054108216252e-01,9.973630309104919434e-01,0.000000000000000000e+00
1.783567134268536913e-01,9.991292357444763184e-01,0.000000000000000000e+00
1.803607214428857575e-01,9.974091053009033203e-01,0.000000000000000000e+00
1.823647294589178236e-01,1.000049471855163574e+00,0.000000000000000000e+00
1.843687374749498897e-01,9.936702251434326172e-01,0.000000000000000000e+00
1.863727454909819559e-01,9.970774650573730469e-01,0.000000000000000000e+00
1.883767535070140220e-01,9.956774115562438965e-01,0.000000000000000000e+00
1.903807615230460881e-01,9.973018765449523926e-01,0.000000000000000000e+00
1.923847695390781265e-01,9.986974596977233887e-01,0.000000000000000000e+00
1.943887775551101926e-01,9.980292916297912598e-01,0.000000000000000000e+00
1.963927855711422588e-01,9.986015558242797852e-01,0.000000000000000000e+00
1.983967935871743249e-01,9.990637898445129395e-01,0.000000000000000000e+00
2.004008016032063910e-01,9.974711537361145020e-01,0.000000000000000000e+00
2.024048096192384572e-01,9.968186616897583008e-01,0.000000000000000000e+00
2.044088176352705233e-01,1.000652432441711426e+00,0.000000000000000000e+00
2.064128256513025894e-01,9.996191859245300293e-01,0.000000000000000000e+00
2.084168336673346555e-01,9.993250966072082520e-01,0.000000000000000000e+00
2.104208416833667217e-01,9.977688193321228027e-01,0.000000000000000000e+00
2.124248496993987878e-01,9.977878332138061523e-01,0.000000000000000000e+00
2.144288577154308539e-01,9.971336126327514648e-01,0.000000000000000000e+00
2.164328657314629201e-01,9.969981908798217773e-01,0.000000000000000000e+00
2.184368737474949584e-01,9.999731779098510742e-01,0.000000000000000000e+00
2.204408817635270246e-01,9.965335130691528320e-01,0.000000000000000000e+00
2.224448897795590907e-01,9.959789514541625977e-01,0.000000000000000000e+00
2.244488977955911568e-01,9.990429282188415527e-01,0.000000000000000000e+00
2.264529058116232230e-01,9.974830746650695801e-01,0.000000000000000000e+00
2.284569138276552891e-01,9.971278905868530273e-01,0.000000000000000000e+00
2.304609218436873552e-01,9.963114857673645020e-01,0.000000000000000000e+00
2.324649298597194214e-01,9.987261295318603516e-01,0.000000000000000000e+00
2.344689378757514875e-01,9.972007274627685547e-01,0.000000000000000000e+00
2.364729458917835536e-01,9.957163333892822266e-01,0.000000000000000000e+00
2.384769539078156197e-01,9.952526688575744629e-01,0.000000000000000000e+00
2.404809619238476859e-01,9.993200898170471191e-01,0.000000000000000000e+00
2.424849699398797520e-01,9.966491460800170898e-01,0.000000000000000000e+00
2.444889779559117904e-01,9.945363998413085938e-01,0.000000000000000000e+00
2.464929859719438565e-01,9.969221353530883789e-01,0.000000000000000000e+00
2.484969939879759226e-01,9.974878430366516113e-01,0.000000000000000000e+00
2.505010020040079888e-01,9.978185296058654785e-01,0.000000000000000000e+00
2.525050100200400549e-01,9.999108314514160156e-01,0.000000000000000000e+00
2.545090180360721210e-01,9.981736540794372559e-01,0.000000000000000000e+00
2.565130260521041872e-01,9.960550665855407715e-01,0.000000000000000000e+00
2.585170340681362533e-01,1.000959753990173340e+00,0.000000000000000000e+00
2.605210420841683194e-01,9.994012117385864258e-01,0.000000000000000000e+00
2.625250501002003856e-01,9.980626702308654785e-01,0.000000000000000000e+00
2.645290581162324517e-01,9.981573224067687988e-01,0.000000000000000000e+00
2.665330661322645178e-01,9.989949464797973633e-01,0.000000000000000000e+00
2.685370741482965840e-01,1.000648856163024902e+00,0.000000000000000000e+00
2.705410821643286501e-01,9.981192350387573242e-01,0.000000000000000000e+00
2.725450901803607162e-01,9.993625879287719727e-01,0.000000000000000000e+00
2.745490981963927823e-01,1.002926945686340332e+00,0.000000000000000000e+00
2.765531062124248485e-01,9.972416758537292480e-01,0.000000000000000000e+00
2.785571142284569146e-01,1.001266360282897949e+00,0.000000000000000000e+00
2.805611222444889807e-01,1.001130461692810059e+00,0.000000000000000000e+00
2.825651302605209914e-01,1.000439882278442383e+00,0.000000000000000000e+00
2.845691382765530575e-01,9.975416660308837891e-01,0.000000000000000000e+00
2.865731462925851236e-01,1.003125309944152832e+00,0.000000000000000000e+00
2.885771543086171897e-01,1.001145362854003906e+00,0.000000000000000000e+00
2.905811623246492559e-01,1.001165509223937988e+00,0.000000000000000000e+00
2.925851703406813220e-01,1.001185774803161621e+00,0.000000000000000000e+00
2.945891783567133881e-01,1.001205921173095703e+00,0.000000000000000000e+00
2.965931863727454543e-01,1.001226186752319336e+00,0.000000000000000000e+00
2.985971943887775204e-01,1.001246333122253418e+00,0.000000000000000000e+00
3.006012024048095865e-01,1.001266598701477051e+00,0.000000000000000000e+00
3.026052104208416527e-01,1.001286745071411133e+00,0.000000000000000000e+00
3.046092184368737188e-01,1.001307010650634766e+00,0.000000000000000000e+00
3.066132264529057849e-01,1.001327157020568848e+00,0.000000000000000000e+00
3.086172344689378511e-01,1.001347422599792480e+00,0.000000000000000000e+00
3.106212424849699172e-01,1.001367568969726562e+00,0.000000000000000000e+00
3.126252505010019833e-01,1.001387834548950195e+00,0.000000000000000000e+00
3.146292585170340494e-01,1.001407980918884277e+00,0.000000000000000000e+00
3.166332665330661156e-01,1.001428246498107910e+00,0.000000000000000000e+00
3.186372745490981817e-01,1.001448392868041992e+00,0.000000000000000000e+00
3.206412825651302478e-01,1.001468658447265625e+00,0.000000000000000000e+00
3.226452905811623140e-01,1.001488804817199707e+00,0.000000000000000000e+00
3.246492985971943801e-01,1.001509070396423340e+00,0.000000000000000000e+00
3.266533066132264462e-01,1.001529216766357422e+00,0.000000000000000000e+00
3.286573146292585124e-01,1.001549482345581055e+00,0.000000000000000000e+00
3.306613226452905785e-01,1.001569628715515137e+00,0.000000000000000000e+00
3.326653306613226446e-01,1.001589894294738770e+00,0.000000000000000000e+00
3.346693386773546552e-01,1.001610040664672852e+00,0.000000000000000000e+00
3.366733466933867214e-01,1.001630306243896484e+00,0.000000000000000000e+00
3.386773547094187875e-01,1.001650452613830566e+00,0.000000000000000000e+00
3.406813627254508536e-01,1.001670718193054199e+00,0.000000000000000000e+00
3.426853707414829198e-01,1.001690864562988281e+00,0.000000000000000000e+00
3.446893787575149859e-01,9.999690055847167969e-01,0.000000000000000000e+00
3.466933867735470520e-01,1.000181794166564941e+00,0.000000000000000000e+00
3.486973947895791182e-01,9.960647225379943848e-01,0.000000000000000000e+00
3.507014028056111843e-01,1.000066995620727539e+00,0.000000000000000000e+00
3.527054108216432504e-01,9.994484782218933105e-01,0.000000000000000000e+00
3.547094188376753165e-01,9.987960457801818848e-01,0.000000000000000000e+00
3.567134268537073827e-01,1.000815391540527344e+00,0.000000000000000000e+00
3.587174348697394488e-01,1.003407001495361328e+00,0.000000000000000000e+00
3.607214428857715149e-01,1.001317501068115234e+00,0.000000000000000000e+00
3.627254509018035811e-01,9.973291754722595215e-01,0.000000000000000000e+00
3.647294589178356472e-01,1.002016305923461914e+00,0.000000000000000000e+00
3.667334669338677133e-01,9.994632005691528320e-01,0.000000000000000000e+00
3.687374749498997795e-01,9.971456527709960938e-01,0.000000000000000000e+00
3.707414829659318456e-01,9.980449080467224121e-01,0.000000000000000000e+00
3.727454909819639117e-01,9.997875094413757324e-01,0.000000000000000000e+00
3.747494989979959779e-01,9.985169768333435059e-01,0.000000000000000000e+00
3.767535070140280440e-01,1.001258850097656250e+00,0.000000000000000000e+00
3.787575150300601101e-01,9.988906383514404297e-01,0.000000000000000000e+00
3.807615230460921762e-01,1.001650571823120117e+00,0.000000000000000000e+00
3.827655310621242424e-01,1.000625133514404297e+00,0.000000000000000000e+00
3.847695390781562530e-01,1.000542163848876953e+00,0.000000000000000000e+00
3.867735470941883191e-01,1.001439213752746582e+00,0.000000000000000000e+00
3.887775551102203853e-01,1.001643419265747070e+00,0.000000000000000000e+00
3.907815631262524514e-01,1.000360369682312012e+00,0.000000000000000000e+00
3.927855711422845175e-01,9.990558624267578125e-01,0.000000000000000000e+00
3.947895791583165837e-01,1.002633690834045410e+00,0.000000000000000000e+00
3.967935871743486498e-01,1.001494288444519043e+00,0.000000000000000000e+00
3.987975951903807159e-01,9.983448982238769531e-01,0.000000000000000000e+00
4.008016032064127820e-01,1.001026391983032227e+00,0.000000000000000000e+00
4.028056112224448482e-01,9.974263906478881836e-01,0.000000000000000000e+00
4.048096192384769143e-01,9.992172122001647949e-01,0.000000000000000000e+00
4.068136272545089804e-01,1.000316977500915527e+00,0.000000000000000000e+00
4.088176352705410466e-01,9.997308850288391113e-01,0.000000000000000000e+00
4.108216432865731127e-01,1.001970291137695312e+00,0.000000000000000000e+00
4.128256513026051788e-01,1.003006219863891602e+00,0.000000000000000000e+00
4.148296593186372450e-01,1.000875234603881836e+00,0.000000000000000000e+00
4.168336673346693111e-01,1.002086162567138672e+00,0.000000000000000000e+00
4.188376753507013772e-01,1.002998590469360352e+00,0.000000000000000000e+00
4.208416833667334433e-01,1.003179669380187988e+00,0.000000000000000000e+00
4.228456913827655095e-01,1.000272154808044434e+00,0.000000000000000000e+00
4.248496993987975756e-01,1.002657413482666016e+00,0.000000000000000000e+00
4.268537074148296417e-01,1.001730918884277344e+00,0.000000000000000000e+00
4.288577154308617079e-01,1.000679373741149902e+00,0.000000000000000000e+00
4.308617234468937740e-01,1.001907229423522949e+00,0.000000000000000000e+00
4.328657314629258401e-01,1.003866195678710938e+00,0.000000000000000000e+00
4.348697394789579063e-01,9.988569021224975586e-01,0.000000000000000000e+00
4.368737474949899169e-01,1.001713991165161133e+00,0.000000000000000000e+00
4.388777555110219830e-01,9.981431365013122559e-01,0.000000000000000000e+00
4.408817635270540491e-01,1.000347256660461426e+00,0.000000000000000000e+00
4.428857715430861153e-01,1.001595377922058105e+00,0.000000000000000000e+00
4.448897795591181814e-01,1.004007935523986816e+00,0.000000000000000000e+00
4.468937875751502475e-01,1.001057147979736328e+00,0.000000000000000000e+00
4.488977955911823137e-01,9.991838932037353516e-01,0.000000000000000000e+00
4.509018036072143798e-01,1.000769138336181641e+00,0.000000000000000000e+00
4.529058116232464459e-01,1.002574920654296875e+00,0.000000000000000000e+00
4.549098196392785121e-01,1.000804305076599121e+00,0.000000000000000000e+00
4.569138276553105782e-01,1.001613974571228027e+00,0.000000000000000000e+00
4.589178356713426443e-01,1.002232789993286133e+00,0.000000000000000000e+00
4.609218436873747105e-01,9.992551803588867188e-01,0.000000000000000000e+00
4.629258517034067766e-01,9.983281493186950684e-01,0.000000000000000000e+00
4.649298597194388427e-01,1.000946879386901855e+00,0.000000000000000000e+00
4.669338677354709088e-01,1.000562906265258789e+00,0.000000000000000000e+00
4.689378757515029750e-01,1.002502083778381348e+00,0.000000000000000000e+00
4.709418837675350411e-01,1.003453254699707031e+00,0.000000000000000000e+00
4.729458917835671072e-01,1.000259757041931152e+00,0.000000000000000000e+00
4.749498997995991734e-01,9.996365308761596680e-01,0.000000000000000000e+00
